Name,BSE Code,NSE Code,Industry,Current Price,Promoter holding,Sales,Current ratio,Debt to equity,Price to book value,Return on capital employed,Return on equity,Price to Earning,Dividend yield,Market Capitalization,Cash end of last year,High price all time,Dividend Payout
Sona BLW Precis.,543300,SONACOMS,Castings & Forgings,651.00,67.30,767.17,2.76,0.32,31.00,17.59,16.96,190.03,0.00,37972.17,0.11,689.00,576.91
Sona Hi Sona,,SONAHISONA,Diamond Cutting / Jewellery,15.50,73.19,62.46,20.49,0.67,1.22,4.62,0.61,200.15,0.00,26.02,0.09,16.25,0.00
Sonal Adhesives,526901,,Packaging,11.20,62.71,20.99,0.62,,,-4.47,,,0.00,6.79,0.69,18.32,0.00
Sonal Mercantile,538943,,Finance & Investments,29.20,24.92,19.06,0.08,0.64,0.20,5.27,7.05,2.99,0.00,43.04,0.01,50.00,0.00
Sonam Clock,,SONAMCLOCK,Miscellaneous,66.45,74.13,79.62,6.16,0.94,2.13,11.61,11.33,19.91,0.00,66.50,0.32,67.45,0.00
Sonata Software,532221,SONATSOFTW,Computers - Software - Medium / Small,912.75,28.17,4544.18,1.65,0.10,10.60,41.62,30.69,34.18,1.53,9598.42,677.09,969.50,59.62
Soni Medicare,539378,,Healthcare,32.00,69.79,21.33,1.96,1.56,2.99,1.48,-11.74,36.89,0.00,13.65,0.92,38.00,0.00
SORIL Infra,532679,SORILINFRA,Miscellaneous,120.20,64.71,157.26,7.08,0.98,1.22,5.95,6.88,54.56,0.00,378.63,24.08,890.15,0.00
Source Industrie,521036,,Textiles - Processing,2.20,13.03,0.03,18.41,0.00,0.53,-2.52,-2.52,,0.00,2.51,0.05,35.00,0.00
Source Natural,531398,,Pharmaceuticals - Indian - Bulk Drugs & Formln,141.00,74.37,28.03,3.98,0.07,6.89,33.59,29.44,23.09,0.00,90.76,2.71,224.90,0.00
South Asian Ent.,526477,,Trading,31.85,61.07,0.65,30.37,0.00,1.79,-1.54,-1.54,,0.00,12.74,5.25,34.55,0.00
South Ind.Bank,532218,SOUTHBANK,Banks - Private Sector,10.40,0.00,7051.96,9.78,14.95,0.37,5.30,1.10,,0.00,2176.45,8767.88,34.75,0.00
South West Pinn.,,SOUTHWEST,Mining / Minerals / Metals,137.70,74.68,111.64,3.79,0.48,3.94,12.52,10.48,33.97,0.36,384.22,6.70,137.70,13.30
South. Magnesium,513498,,Mining / Minerals / Metals,21.95,53.36,1.94,22.60,0.55,2.68,-0.85,-3.59,,0.00,6.59,1.01,49.50,0.00
Southern Infosys,540174,,Computers - Software - Medium / Small,20.50,72.41,21.18,1.04,0.00,1.98,2.32,1.36,,0.00,10.29,0.39,35.00,0.00
Southern Latex,514454,,Textiles - Products,11.85,55.21,0.00,48.82,0.00,1.49,4.15,3.29,45.89,0.00,8.72,0.03,17.20,0.00
Sover. Diamonds,523826,,Diamond Cutting / Jewellery,7.60,65.01,17.99,13.86,0.94,0.34,-1.64,-10.79,,0.00,4.40,1.28,18.08,0.00
Space Incubatric,541890,,Miscellaneous,1.59,24.12,0.00,136.00,0.01,0.17,0.80,0.60,39.29,0.00,5.50,0.03,4.45,0.00
Spaceage Product,538920,,Trading,83.60,61.57,0.18,8.50,0.05,129.79,4.46,3.12,3834.64,0.00,421.81,0.21,84.50,0.00
Spacenet Enterpr,,SPCENET,Computers - Software - Medium / Small,2.10,55.71,8.48,0.76,,,-9.28,,,0.00,33.21,0.42,2.10,0.00
Span Divergent,524727,,Miscellaneous,13.69,64.13,8.53,0.86,1.50,0.62,-13.72,-38.08,,0.00,7.48,0.84,101.50,0.00
Spandana Sphoort,542759,SPANDANA,Finance & Investments,555.15,62.38,1536.81,3.44,1.91,1.32,8.82,4.85,29.37,0.00,3575.62,1376.11,1400.00,0.00
SPARC,532872,SPARC,Miscellaneous,293.65,68.46,89.50,0.49,,,-246.18,,,0.00,7736.27,9.31,593.96,0.00
Sparc Systems,531370,,Computers - Software - Medium / Small,10.87,24.51,0.15,17.13,0.05,3.69,-80.89,-81.97,,0.00,5.32,0.01,12.74,0.00
Spark. (I) Finsh,540211,,Finance & Investments,10.82,6.99,0.00,0.03,0.11,1.38,-7.36,-8.56,,0.00,4.33,0.00,14.73,0.00
Speciality Rest.,534425,SPECIALITY,Hotels,89.60,51.20,172.30,1.49,0.00,3.07,-11.24,-22.22,,0.00,420.76,7.20,227.00,0.00
Spectra Industri,513687,,Auto Ancillaries,3.83,55.73,0.00,0.40,,,-12.47,,,0.00,2.71,0.08,50.10,0.00
Spectrum Electr.,,SPECTRUM,Electric Equipment,50.25,68.91,151.31,2.85,1.00,0.99,9.62,7.99,12.86,1.99,75.98,8.46,69.00,25.55
Spectrum Foods,531982,,Food - Processing - Indian,22.95,42.38,12.10,0.85,8.01,,2.20,-238.51,,0.00,11.13,0.07,124.00,0.00
Spel Semiconduct,517166,SPICELEC,Electronics - Components,26.80,59.17,12.31,1.34,0.35,1.56,-4.20,-7.47,,0.00,123.60,0.05,52.70,0.00
Spencer's Retail,542337,SPENCERS,Trading,124.35,56.51,2433.01,0.98,5.04,5.98,-7.22,-74.74,,0.00,1120.79,57.75,171.75,0.00
Spenta Intl.,526161,,Textiles - Products,71.80,64.48,30.52,4.32,0.79,0.82,0.12,-6.30,661.67,0.00,19.85,4.72,225.60,0.00
Spentex Inds.,521082,SPENTEX,Textiles - Cotton/Blended,1.45,,108.96,0.07,,,,,,0.00,13.02,1.13,78.00,0.00
Spice Islands Ap,526827,,Textiles - Products,7.55,62.34,6.72,1.30,2.61,4.22,-46.54,-103.23,,0.00,3.25,0.43,52.15,0.00
SpiceJet,500285,SPICEJET,Transport - Airlines,75.00,59.53,5775.42,0.33,,,-18.07,,,0.00,4510.41,35.52,156.90,0.00
Spicy Entertain.,540084,,Entertainment / Electronic Media Software,3.58,25.74,32.57,,,,,,,0.00,5.91,,24.00,0.00
SPL Industries,532651,SPLIL,Textiles - Products,47.70,68.93,113.34,23.63,0.03,0.97,13.33,9.99,9.84,0.00,138.33,82.53,118.90,0.00
SPML Infra,500402,SPMLINFRA,Construction,10.30,29.88,778.90,3.58,7.03,0.14,-2.76,-36.27,,0.00,37.75,59.36,599.50,0.00
Sportking India,539221,,Textiles - Spinning - Synthetic / Blended,1587.95,74.16,1535.20,4.09,1.80,7.55,23.01,42.10,11.89,0.00,2109.94,0.83,2046.95,0.00
Sprayking Agro.,540079,,Engineering,29.50,72.77,18.60,13.74,0.04,1.07,-1.17,-6.40,,0.00,9.36,0.03,32.40,0.00
SPS Finquest,538402,,Finance & Investments,69.50,55.94,23.32,2.27,1.62,2.68,24.46,28.90,9.26,0.00,70.46,0.65,92.00,0.00
SPS Intl.,530177,,Trading,5.20,43.90,1.82,29.27,0.00,0.31,-21.22,-23.79,,0.00,1.68,0.54,25.20,0.00
Square Four Pro.,526532,,Construction,6.75,74.63,0.00,49.38,0.19,0.33,-7.30,-8.74,12.26,0.00,6.62,0.06,127.10,0.00
Sr. Jayala. Auto,530037,,Textiles - Cotton/Blended,3.59,14.20,5.79,2.57,,,-26.04,,,0.00,1.61,0.18,31.00,0.00
Sr.Rayala.Hypo,532842,SRHHYPOLTD,Chemicals,363.65,62.05,1002.85,2.65,0.18,1.61,20.85,17.33,9.57,0.82,624.20,138.53,417.00,8.50
Sreechem Resins,514248,,Chemicals,32.35,21.01,46.74,2.26,0.77,1.72,24.78,28.07,5.20,0.00,12.94,0.08,47.95,0.00
Sreeleathers,535601,SREEL,Leather / Leather Products,185.30,72.29,92.56,2.04,0.01,1.37,4.82,3.50,32.88,0.00,429.79,4.97,353.00,0.00
SREI Infra. Fin.,523756,SREINFRA,Finance & Investments,6.45,60.80,3017.25,7.18,8.04,,-11.84,-1740.43,,0.00,324.49,1443.29,162.22,0.00
Srestha Finvest,539217,,Finance & Investments,2.17,0.00,4.69,7.75,1.74,1.06,4.86,-4.09,,0.00,17.90,2.85,14.48,0.00
SRF,503806,SRF,Chemicals,2491.37,50.77,9554.29,1.65,0.51,10.77,18.01,20.32,52.11,0.19,73800.86,282.00,2520.00,12.07
SRG Housing,534680,,Finance - Housing,163.85,61.54,74.91,3.05,3.05,2.28,15.62,22.35,10.99,0.00,213.01,27.01,367.70,0.00
Sri Adhik. Bros.,530943,SABTN,Entertainment / Electronic Media Software,2.60,22.13,0.00,0.03,,,,,,0.00,9.09,0.31,311.50,0.00
Sri Havisha,531322,HAVISHA,Miscellaneous,1.45,34.20,0.00,0.18,0.00,1.12,-1.94,-1.94,,0.00,22.26,0.01,12.00,0.00
Sri KPR Inds.,514442,,Plastics Products,19.40,64.14,9.11,4.67,0.02,0.36,8.36,8.98,3.38,5.15,39.09,2.69,39.60,20.98
Sri Krishna Con.,539363,,Construction,6.63,28.66,3.47,1.72,0.00,0.23,1.82,2.12,10.21,0.00,6.94,0.10,182.50,0.00
Sri Lak.Sar.Arni,521161,,Textiles - Cotton/Blended,27.65,55.09,110.40,0.40,,,,,3.09,0.00,9.21,1.21,67.80,0.00
Sri Nacha. Cott.,521234,,Textiles - Cotton/Blended,49.70,55.41,175.22,5.82,1.73,0.66,7.11,1.71,5.62,0.00,21.37,2.44,67.90,0.00
Sri Ramakr. Mill,521178,,Textiles - Cotton/Blended,17.98,64.00,28.35,5.83,3.56,1.35,13.38,6.95,6.81,0.00,12.80,0.04,47.10,0.00
Srikalahas. Pip.,513605,SRIPIPES,Steel - Medium / Small,208.80,48.15,1735.90,2.71,0.20,0.66,10.02,7.00,6.30,2.87,975.06,362.82,448.85,27.03
SRM Energy Ltd,523222,,Power Generation And Supply,2.62,71.19,0.00,74.00,,,-129.17,,,0.00,2.37,0.14,69.00,0.00
SRU Steels,540914,,Trading,17.10,19.36,26.29,2.97,0.00,1.10,6.15,1.70,62.14,0.00,13.67,9.67,19.20,0.00
SSPDL Ltd,530821,,Construction,18.00,53.91,5.96,1.34,87.51,36.94,-3.16,-186.41,,0.00,23.27,0.75,288.20,0.00
SSPN FINANCE,539026,,Finance & Investments,10.10,28.26,0.37,6.05,0.01,0.89,1.86,1.40,63.67,0.00,3.82,0.28,64.10,0.00
St Bk of India,500112,SBIN,Banks - Public Sector,483.00,57.62,277135.46,3.65,15.06,1.56,4.53,8.21,17.24,0.83,431058.74,347707.04,484.45,15.93
Stampade Cap-DVR,570005,SCAPDVR,Finance & Investments,15.65,42.79,233.33,5.89,1.52,1.26,-9.62,-44.91,,0.00,89.60,98.42,20.45,0.00
Stampede Cap.,531723,STAMPEDE,Finance & Investments,0.90,18.68,3.28,1.70,1.88,12.51,-33.79,-67.97,,0.00,114.79,0.95,64.00,0.00
Standard Battery,504180,STANDRDBAT,Trading,26.00,40.62,0.00,6.32,0.00,0.99,-7.57,-5.14,,0.00,13.44,1.17,51.90,0.00
Standard Inds.,530017,SIL,Trading,15.75,20.15,13.03,0.60,,,40.21,,18.26,0.00,101.32,63.23,117.60,0.00
Standard Shoe,523351,,Trading,8.20,35.42,0.00,0.17,,,,,,0.00,4.25,0.02,25.75,0.00
Standard Surfact,526231,,Detergents / Intermediates,124.25,57.26,106.52,5.97,1.26,5.05,10.90,13.17,33.77,0.00,88.81,6.43,163.30,0.00
Stanpacks(India),530931,,Packaging,6.09,35.45,37.59,4.87,10.29,2.35,4.85,-59.87,,0.00,3.71,0.14,19.85,0.00
Stanrose Mafat.,506105,,Finance & Investments,97.70,48.58,0.06,20.59,0.04,0.67,-8.01,-8.65,,6.14,38.79,3.42,238.95,-50.75
Star Cement,540575,STARCEMENT,Cement - North India,106.20,66.21,1939.08,3.76,0.01,2.11,13.68,12.24,20.68,0.00,4380.00,490.35,151.90,0.00
Star Delta Trans,539255,,Electric Equipment,88.90,74.99,19.71,19.43,0.02,0.50,4.98,3.38,15.24,0.00,26.67,7.52,204.95,0.00
Star Housing Fin,539017,,Finance - Housing,103.15,40.90,16.47,3.85,1.20,3.01,6.91,2.94,190.20,0.00,161.67,23.61,132.00,15.38
Star Paper Mills,516022,STARPAPER,Paper,152.00,45.18,254.66,3.43,0.00,0.47,5.14,3.54,10.76,1.64,237.27,41.36,318.55,22.26
Starcom Info.,531616,,Computers - Software - Medium / Small,121.25,75.00,4.75,0.44,9.23,,-0.44,-622.22,,0.00,60.63,0.07,495.20,0.00
Starlineps Enter,540492,,Diamond Cutting / Jewellery,41.00,55.86,18.52,42.27,0.00,7.54,0.85,0.68,1107.75,0.02,177.24,0.01,46.80,0.00
Starlit Power,538733,,Mining / Minerals / Metals,14.30,29.37,22.74,1.10,,,-17.30,,,0.00,14.39,0.15,25.70,0.00
Starlite Comp.,517548,,Trading,2.28,51.67,1.85,1.23,,,,,,0.00,3.90,0.19,70.00,0.00
Starlog Enterp.,520155,ABGHEAVY,Miscellaneous,12.58,64.44,182.48,0.53,,,2.38,,,0.00,15.06,21.41,849.90,0.00
Startech Fin.,512381,,Finance & Investments,126.05,70.32,52.98,1.63,4.37,0.85,14.32,29.92,3.15,0.20,124.92,13.57,153.20,0.66
Std. Capital Mkt,511700,,Finance & Investments,1.60,21.78,0.31,0.46,0.33,0.19,-10.75,-16.80,,0.00,0.64,0.30,44.90,0.00
Steel City Sec.,,STEELCITY,Finance & Investments,60.10,62.58,55.78,2.00,0.01,0.95,15.29,11.52,8.24,4.99,90.79,59.59,153.70,28.57
Steel Exchange,534748,STEELXIND,Trading,75.30,49.78,1069.31,1.64,1.45,2.19,10.75,32.75,7.11,0.00,663.25,4.75,133.55,0.00
Steel Str. Wheel,513262,SSWL,Auto Ancillaries,1746.90,62.77,2307.28,2.19,1.25,3.64,8.69,6.73,19.70,0.11,2726.82,53.20,1990.00,6.34
Steel Strips Inf,513173,,Construction,39.20,50.22,1.00,1.80,0.15,0.98,42.64,48.60,2.09,0.00,33.87,0.70,109.70,0.00
Steelcast,513517,,Castings & Forgings,240.30,46.07,186.61,2.89,0.18,3.78,12.06,9.49,28.59,0.56,486.37,1.46,268.50,22.71
STEL Holdings,533316,STEL,Finance & Investments,176.45,55.14,13.42,1884.40,0.00,0.42,1.90,1.41,34.99,0.00,325.73,92.31,216.00,0.00
Stellant Secu.,526071,,Finance & Investments,5.90,48.91,0.15,2.00,0.00,0.99,-44.25,-44.25,,0.00,0.44,0.05,31.20,0.00
Stellar Capital,536738,,Finance & Investments,3.70,24.05,4.67,0.79,0.02,0.19,3.39,1.84,10.62,0.00,9.24,0.41,21.10,0.00
Step Two Corp.,531509,,Finance & Investments,4.97,40.09,0.39,10.09,0.00,0.40,4.04,3.46,12.41,0.00,2.11,0.33,50.00,0.00
Stephanotis Fin.,512215,,Finance & Investments,32.00,72.46,0.84,15.51,0.04,0.82,-0.11,-0.08,,0.00,20.64,0.01,114.50,0.00
Sterling & Wils.,542760,SWSOLAR,Engineering - Turnkey Services,469.50,69.36,5207.53,1.37,0.72,11.38,-13.59,-32.72,,0.00,7528.90,290.95,755.50,0.00
Sterling Green,526500,,Hotels,22.40,65.52,2.33,1.57,0.68,0.55,-0.03,-1.73,,0.00,9.50,1.44,66.00,0.00
Sterling Guaran.,508963,,Finance & Investments,2.70,47.69,0.08,4.67,,,-200.00,,,0.00,1.77,0.11,10.36,0.00
Sterling Tools,530759,STERTOOLS,Fasteners,207.25,65.77,422.13,5.19,0.32,2.25,9.44,7.54,20.81,0.48,746.60,32.33,478.00,15.31
Sterlite Tech.,532374,STLTECH,Cables - Telephone,277.60,54.36,5258.21,1.50,1.48,5.55,12.24,14.10,28.62,0.72,11026.28,248.37,415.00,28.80
STL Global,532730,SGL,Textiles - Processing,16.90,65.76,91.95,4.74,1.96,1.80,3.61,23.62,14.10,0.00,46.39,1.41,96.75,0.00
Stove Kraft,543260,STOVEKRAFT,Domestic Appliances,1091.50,54.29,858.96,1.65,0.17,11.75,31.72,66.72,43.70,0.00,3557.36,37.35,1117.00,0.00
Stovec Inds.,504959,,Textile Machinery,2440.90,71.06,206.38,4.21,0.00,3.43,12.81,10.02,18.80,0.90,510.15,86.87,3874.95,34.18
Stratmont Indus.,530495,,Trading,37.05,64.54,18.09,4.48,1.36,7.71,0.25,0.60,23.14,0.00,12.96,0.02,50.00,0.00
Strides Pharma,532531,STAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,600.65,29.62,3222.44,1.83,0.85,1.94,7.94,10.12,111.77,0.42,5392.48,179.77,1410.00,8.35
Sturdy Industrie,530611,,Aluminium and Aluminium Products,0.41,24.53,45.27,6.03,,,-10.06,,,0.00,6.20,7.28,11.80,0.00
Stylam Industrie,526951,STYLAMIND,Miscellaneous,1081.10,54.61,536.37,3.17,0.23,7.06,23.98,23.81,28.81,0.23,1832.25,15.14,1419.90,0.00
Subex,532348,SUBEXLTD,Computers - Software - Medium / Small,54.85,0.00,363.93,3.60,0.05,5.52,15.49,9.18,63.60,1.37,3091.80,146.73,803.25,81.50
Subhash Silk,530231,,Textiles - Products,30.05,71.80,0.01,4.46,0.12,1.31,6.42,3.24,,0.00,12.74,0.74,34.90,0.00
Subros,517168,SUBROS,Auto Ancillaries,381.20,36.79,2202.33,1.10,0.07,3.13,8.33,6.16,33.27,0.18,2486.79,119.17,444.00,9.64
Suchitra Finance,538714,,Finance & Investments,68.85,63.08,20.54,0.38,0.66,0.61,12.08,5.81,12.61,0.00,64.19,1.29,78.25,0.00
Sudal Industries,506003,,Aluminium and Aluminium Products,6.00,63.02,99.07,0.17,,,,,,0.00,4.42,1.04,59.05,0.00
Sudarshan Chem.,506655,SUDARSCHEM,Dyes And Pigments,664.90,39.57,1985.70,1.87,0.83,6.19,17.08,20.98,30.88,0.90,4602.92,23.84,794.00,19.63
Suditi Industrie,521113,SUDITIND,Textiles - Products,16.15,66.45,66.56,1.06,2.63,1.83,-19.28,-84.80,,0.00,28.35,0.38,114.90,0.00
Sugal & Damani,511654,,Finance & Investments,9.72,71.04,2.38,8.84,0.00,0.37,0.59,-2.14,,0.00,6.08,14.34,50.85,0.00
Sujala Trading &,539117,,Finance & Investments,15.77,15.57,1.56,19.75,1.03,0.57,0.59,0.76,20.04,0.00,9.02,1.13,69.30,0.00
Sukhjit Starch,524542,,Miscellaneous,283.90,64.11,786.85,2.35,0.85,1.26,7.59,5.73,13.17,1.06,419.03,12.25,318.00,21.19
Sulabh Engineers,508969,,Finance & Investments,2.35,25.56,2.50,13.14,0.12,0.83,4.59,3.03,23.61,0.00,23.61,0.96,285.00,0.00
Sumedha Fiscal,530419,,Finance & Investments,31.80,49.57,26.74,61.44,0.00,0.54,23.40,20.30,3.35,3.14,25.38,4.59,58.30,9.24
Sumeet Industrie,514211,SUMEETINDS,Textiles - Manmade,8.70,21.67,704.83,6.66,,,-1.66,,28.09,0.00,90.17,0.83,36.76,0.00
Sumeru Industrie,530445,,Trading,1.26,55.65,0.00,25.00,0.00,0.88,0.29,0.10,,0.00,9.07,0.10,5.69,0.00
Sumit Woods,,SUMIT,Construction,12.30,69.94,53.13,4.65,1.13,0.66,-7.87,-32.97,,0.00,37.62,4.37,27.01,0.00
Sumitomo Chemi.,542920,SUMICHEM,Pesticides / Agrochemicals - Indian,417.75,75.00,2778.18,1.88,0.02,13.65,32.27,24.83,55.92,0.19,20851.81,230.70,459.90,11.56
Summit Securitie,533306,SUMMITSEC,Finance & Investments,761.00,74.65,27.59,1.51,0.00,0.17,0.72,0.51,46.71,0.00,829.49,7.19,1350.00,0.00
Sumuka Agro,532070,,Paper,18.80,0.00,1.24,1.02,0.39,6.56,23.53,31.97,19.30,0.00,10.23,0.66,182.00,0.00
Sun Pharma.Inds.,524715,SUNPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,829.70,54.48,35631.63,2.07,0.08,4.28,13.92,6.33,34.71,0.90,199072.82,6445.51,1200.80,61.97
Sun Retail,542025,,Trading,0.85,54.64,1.62,3.28,0.11,0.79,-0.80,-0.96,,0.00,13.19,0.07,3.57,0.00
Sun TV Network,532733,SUNTV,Entertainment / Electronic Media Software,535.85,75.00,3384.25,3.38,0.00,2.99,29.48,22.86,12.93,0.93,21117.02,1071.84,1097.80,12.92
Suncare Traders,539526,,Trading,0.63,0.00,5.97,3.69,0.11,0.28,1.42,0.34,,0.00,10.60,0.27,3.15,0.00
Suncity Synth.,530795,,Textiles - Processing,6.47,45.46,6.41,3.89,3.40,,-35.84,-300.00,,0.00,3.20,0.02,14.52,0.00
Sundaram Brake,590072,SUNDRMBRAK,Auto Ancillaries,402.30,65.54,270.59,2.10,0.33,1.76,3.34,6.89,15.76,0.00,158.10,0.26,836.70,0.00
Sundaram Clayton,520056,SUNCLAYLTD,Auto Ancillaries,3658.25,75.00,23250.18,2.03,4.43,2.55,11.84,12.41,15.07,0.71,7401.40,1705.82,6299.90,16.26
Sundaram Fin.Hol,,SUNDARMHLD,Finance & Investments,77.10,55.59,62.73,2.73,0.00,0.78,0.71,3.65,14.84,0.65,1711.85,11.34,305.70,10.23
Sundaram Finance,590071,SUNDARMFIN,Finance & Investments,2435.00,35.90,5232.42,2.08,4.72,3.50,9.17,16.11,22.90,0.74,27052.85,788.74,2883.95,17.02
Sundaram Multi.,533166,SUNDARAM,Printing & Stationery,1.95,31.05,49.64,7.08,0.48,1.02,-1.98,-9.18,,0.00,92.41,0.37,26.00,0.00
Sundram Fasten.,500403,SUNDRMFAST,Fasteners,939.65,49.53,4383.55,2.31,0.30,8.41,16.98,16.38,39.06,0.50,19744.71,39.30,993.70,27.49
Sunedison Infra.,531260,,Power Generation And Supply,53.65,75.00,71.58,3.21,0.81,0.13,-9.68,-17.99,,0.00,24.09,22.15,123.65,0.00
Sunflag Iron,500404,SUNFLAG,Steel - Medium / Small,82.45,51.16,2360.44,2.49,0.18,0.97,10.88,9.64,6.62,0.00,1485.91,72.71,100.40,0.00
Sungold Capital,531433,,Finance & Investments,1.41,24.32,1.69,0.49,0.00,0.12,0.18,0.14,86.33,0.00,2.59,0.15,39.60,0.00
Sunil Agro Foods,530953,,Food - Processing - Indian,96.85,72.30,154.87,1.22,1.69,2.07,9.26,5.66,36.78,0.00,29.06,0.22,108.80,0.00
Sunil Healthcare,537253,,Miscellaneous,48.00,73.53,95.17,2.50,1.10,1.10,5.12,-1.33,,0.00,49.22,8.28,154.80,0.00
Sunil Industries,521232,,Textiles - Processing,15.85,58.83,100.78,4.19,0.82,0.18,5.22,1.94,7.57,0.00,6.66,3.43,54.10,0.00
Sunraj Diamond,523425,,Diamond Cutting / Jewellery,6.70,35.93,1.24,9.07,4.91,,-11.15,-198.52,,0.00,3.57,0.21,24.95,0.00
Sunshield Chem.,530845,,Chemicals,356.00,62.36,220.37,2.83,3.36,10.01,20.41,74.71,15.58,0.00,261.66,3.57,658.00,0.00
Sunteck Realty,512179,SUNTECK,Construction,504.10,67.15,643.98,6.14,0.25,2.66,4.18,1.68,135.46,0.30,7379.75,99.05,533.35,50.21
Super Bakers (I),530735,,Food - Processing - Indian,10.46,22.31,0.00,14.27,0.00,0.84,8.76,6.29,11.70,0.00,3.16,2.72,18.36,0.00
Super Crop Safe,530883,,Pesticides / Agrochemicals - Indian,7.26,39.12,41.27,3.45,0.51,0.94,-7.96,-16.22,,0.00,29.20,0.18,37.75,0.00
Super Sales Ind.,512527,SUPER,Textiles - Cotton/Blended,680.35,59.43,310.72,5.28,0.26,0.70,7.15,3.58,10.38,0.37,208.87,2.13,835.00,8.75
Super Spinning,521180,SUPERSPIN,Textiles - Cotton/Blended,13.15,42.80,61.37,0.81,0.32,0.70,-1.12,-12.18,,0.00,72.33,0.03,60.57,0.00
Super Tannery,523842,,Leather / Leather Products,4.92,58.78,226.75,1.10,1.00,0.65,7.31,5.99,9.17,1.02,53.12,8.14,8.87,11.34
Superhouse Ltd,523283,SUPERHOUSE,Leather / Leather Products,172.80,54.88,608.92,3.12,0.38,0.50,7.85,6.67,4.90,0.58,190.51,74.96,304.00,4.51
Superior Finleas,539835,,Finance & Investments,84.30,3.06,2.53,6.15,22.30,7.76,0.56,7.00,,0.00,25.30,0.88,220.00,0.00
Superior Indus.,519234,,Solvent Extraction,23.20,47.15,19.72,2.47,0.16,0.49,4.93,4.96,8.75,0.00,32.13,1.56,232.00,0.00
Supershakti Met.,541701,,Steel - Medium / Small,400.00,72.23,376.83,4.07,0.16,3.67,14.07,10.91,35.44,0.12,461.01,8.77,410.00,4.38
Supertex Inds.,526133,,Textiles - Processing,7.10,15.12,72.21,2.40,0.82,0.27,6.02,1.90,8.05,0.00,8.05,0.46,64.00,0.00
Supra Pacific,540168,,Finance & Investments,24.95,45.24,2.97,0.73,3.54,4.61,6.33,1.95,103.41,0.00,22.75,0.69,29.75,0.00
Supra Trends,511539,,Textiles - Products,22.25,12.27,0.00,12.13,,,-2.18,,,0.00,1.11,0.01,27.50,0.00
Suprajit Engg.,532509,SUPRAJIT,Auto Ancillaries,359.20,44.62,1825.00,2.48,0.35,5.02,16.55,15.48,26.46,0.49,4970.76,94.08,399.00,17.15
Supreme Engg.,,SUPREMEENG,Steel - Medium / Small,21.45,67.99,69.99,1.31,2.14,1.12,4.56,-5.82,,0.00,53.61,5.41,42.90,0.00
Supreme Holdings,530677,,Construction,12.35,63.31,57.94,2.81,0.07,0.49,1.02,1.40,11.24,0.00,43.82,4.23,115.35,0.00
Supreme Inds.,509930,SUPREMEIND,Plastics Products,2578.05,48.85,6645.25,2.13,0.01,10.33,41.30,35.91,29.56,0.85,32748.16,768.40,2676.50,28.58
Supreme Petroch.,500405,SUPPETRO,Petrochemicals,736.85,63.96,3940.70,1.47,0.04,6.51,71.90,54.86,10.90,2.04,6927.91,106.75,820.00,29.54
Supremex Shine,534733,,Trading,1.79,41.85,1.14,2.08,0.00,1.59,2.27,1.70,282.50,0.00,5.65,0.21,26.10,0.00
Suraj,531638,,Steel - Medium / Small,57.50,74.70,224.18,5.18,0.63,1.24,6.75,1.48,64.39,0.00,110.75,0.42,296.75,0.00
Suraj Industries,526211,,Solvent Extraction,15.12,49.81,9.92,1.03,10.70,39.63,8.11,,29.07,0.00,13.08,0.18,15.12,0.00
Suraj Products,518075,,Steel - Sponge Iron,68.15,73.70,240.76,5.84,1.20,1.42,17.07,18.23,5.41,0.00,77.69,4.83,85.95,0.00
Surana Solar,533298,SURANASOL,Electric Equipment,21.15,70.03,28.37,21.70,0.14,1.92,2.01,0.39,204.06,0.00,104.07,1.12,83.80,0.00
Surana Telecom,517530,SURANAT&P,Diversified - Medium / Small,10.15,75.00,29.81,3.76,0.41,1.25,5.55,3.10,31.46,0.00,137.80,3.18,17.44,0.00
Surani Steel Tub,,SURANI,Steel - Medium / Small,43.00,33.97,106.58,8.32,0.80,1.57,15.14,18.73,9.16,0.00,35.62,0.16,54.80,0.00
Surat Textile,530185,,Textiles - Manmade,10.08,74.98,137.97,11.41,0.00,1.62,13.37,11.02,16.33,0.00,223.84,8.66,15.70,0.00
Suratwwala Busi.,543218,,Construction,69.00,73.42,12.75,2.70,0.90,4.42,24.79,28.13,20.74,0.58,119.66,0.70,82.80,11.13
Surya Chak.Pow.,532874,,Power Generation And Supply,1.40,,34.07,0.03,,,-3.77,-8.48,,0.00,20.95,14.81,59.25,0.00
Surya Roshni,500336,SURYAROSNI,Steel - Large,694.75,62.96,6126.08,2.54,0.52,2.77,12.64,12.02,19.67,0.43,3780.06,0.93,868.40,10.27
Suryaamba Spinni,533101,,Textiles - Spinning - Synthetic / Blended,171.20,74.25,161.63,2.70,1.03,1.30,12.09,11.30,6.42,0.23,50.19,2.85,191.50,2.82
Suryalak. Cott.,521200,SURYALAXMI,Textiles - Cotton/Blended,65.35,55.94,594.82,3.18,1.26,0.45,3.43,-5.82,23.38,0.00,108.95,19.61,272.41,0.00
Suryalata Spg.,514138,,Textiles - Spinning - Synthetic / Blended,314.65,70.36,353.65,4.58,0.52,0.88,16.47,13.12,5.33,0.64,134.26,2.23,494.55,4.53
